name,lat,long
Nanyang Polytechnic,1.3778190310896,103.848423445403
Ngee Ann Polytechnic,1.33248057179977,103.773305880529
Singapore Polytechnic,1.31103899283956,103.776795818359
Temasek Polytechnic,1.34663399871377,103.93122088156
Republic Polytechnic,1.44272787225591,103.785458407498
